Foundation,Communities,FormalName,Location,Region
Brooke Priory #,"Augustinian Canons Regular
priory cell dependent on Kenilworth, Warwickshirefounded before/c.1153 by Hugh de Ferrers;dissolved 1535-6; granted to Antony Coope 1536/7",St Mary,52°38′48″N 0°45′04″W﻿ / ﻿52.6466812°N 0.7510051°W﻿ / 52.6466812; -0.7510051﻿ (Brooke Priory),Rutland
Edith Weston Priory ~,"Benedictine monksalien house: cell dependent on St-Georges, Bocherville;founded c.1114 by William de Tancarville;
sold to the Carthusians at Coventry 1394;granted to William, Marquis of Northampton 1550/1",,52°38′26″N 0°38′05″W﻿ / ﻿52.6405358°N 0.6347233°W﻿ / 52.6405358; -0.6347233﻿ (Edith Weston Priory (probable site)) (probable),Rutland
Alberbury Priory,"Augustinian Canons Regular — Arroasiandependent on Lilleshall;founded c.1221-6;Grandmontine monksalien house: dependent on Grandmont;refounded c.1230: confirmed by Fulk fitz Warin of Whittington, 1232;dissolved c.1441; bought by Henry Chichele, Archbishop of Canterbury;granted to All Souls College, Oxford by Henry VI, in use as a chantry chapel; dissolved 1547;
conventual church converted into a farmhouse called 'White Abbey Farm' 1578; alterations 1857-8","St Mary
____________________White Abbey",52°43′51″N 2°55′37″W﻿ / ﻿52.7308078°N 2.9269673°W﻿ / 52.7308078; -2.9269673﻿ (Alberbury Priory),Shropshire
Beth centuryote,"Augustinian Canons Regulardependent on Haughmond;
farm and chapel",,,Shropshire
Bridgnorth Greyfriars,"Franciscan Friars Minor, Conventual (under the Custody of Worcester)founded 1244;dissolved 1538",,52°32′13″N 2°24′58″W﻿ / ﻿52.5370203°N 2.41615°W﻿ / 52.5370203; -2.41615﻿ (Bridgnorth Greyfriars),Shropshire
Bromfield Priory +,"secular canons collegiatefounded before 1061;Benedictine monks
cell dependent on Gloucester, Gloucestershire;founded 1155;dissolved 1540; granted to Charles Fox;
church now in parochial use","St Mary, Virgin",52°23′12″N 2°45′44″W﻿ / ﻿52.3866292°N 2.7623601°W﻿ / 52.3866292; -2.7623601﻿ (Bromfield Priory),Shropshire
Buildwas Abbey,"Savignac monks — from Savignydependent on Savigny;founded 8 August 1135;Cistercian monks
orders merged 1147;dissolved 1535 (1536)
part of monastic buildings incorporated into a private house; (EH)","The Abbey Church of St Mary and St Chad, Buildwas
____________________Bildewas Abbey",52°38′07″N 2°31′43″W﻿ / ﻿52.6353874°N 2.5286472°W﻿ / 52.6353874; -2.5286472﻿ (Buildwas Abbey),Shropshire
Chirbury Priory,"Augustinian Canons Regular — from Sneadfounded c.1190 by Robert de Buthlers, Lord of Montgomery;
canons arrived c.1195;dissolved 1536; granted Edward Hampton 1545/6","The Priory Church of Saint Michael, Chirbury",52°34′46″N 3°05′28″W﻿ / ﻿52.5795609°N 3.0911332°W﻿ / 52.5795609; -3.0911332﻿ (Chirbury Priory),Shropshire
Church Preen Priory,"Cluniac monksalien house: dependent on Wenlock;founded after 1150;
cell 1384;dissolved before 1539","St John the Baptist
____________________Preen Priory",52°34′44″N 2°40′31″W﻿ / ﻿52.5788788°N 2.6753815°W﻿ / 52.5788788; -2.6753815﻿ (Church Preen Priory),Shropshire
Donnington Wood Abbey,"Augustinian Canons Regular — Arroasian — from Dorchester, Oxfordshire;
(community founded at Lizard c.1143);transferred from Lizard c.1144;dissolved c.1148;transferred to new site at Lilleshall",,52°39′05″N 2°16′56″W﻿ / ﻿52.6513825°N 2.2823131°W﻿ / 52.6513825; -2.2823131﻿ (Donnington Wood Abbey),Shropshire
Emstrey,possible Saxon minster,Eiminstre,,Shropshire
Halston Preceptory,"possible Knights Templar (evidence lacking)Knights Hospitallerrefounded before 1221 (between 1165 and 1187) by Roger de Powys, Lord of Whittington;dissolved before 1540; granted to William Horne 1562/3",,52°52′30″N 2°59′02″W﻿ / ﻿52.8750195°N 2.9838181°W﻿ / 52.8750195; -2.9838181﻿ (Halston Preceptory),Shropshire
Hatton Grange,"Cistercian monks
grange, dependent on Buildwas;founded 1227;dissolved before 1540",,,Shropshire
Haughmond Abbey,"Augustinian Canons Regular
priory?founded c.1110 (1130-8) by William fitz Alan of Clun;Augustinian Canons Regular — Arroasian(?)
priory;
before 1130-5;
purportedly raised to abbey status c.1155?;
listed under Augustinian general chapter c.1160-80;dissolved 9 September 1539; granted to Edward Littleton (died 1558) 1540/1; (EH)","The Abbey Church of St John the Evangelist, Haughmond
____________________Haghmon Priory",52°43′58″N 2°40′47″W﻿ / ﻿52.7327787°N 2.6797897°W﻿ / 52.7327787; -2.6797897﻿ (Haughmond Abbey),Shropshire
Lilleshall Abbey,"Augustinian Canons Regular — Arroasian — from Dorchester, Oxfordshire, via Lizard
(community founded at Lizard c.1143);transferred from Donnington Wood c.1148;dissolved 1538; granted to James Leveson 1539/40; (EH)","The Blessed Virgin Mary
____________________Lilleshull Priory",52°43′42″N 2°23′52″W﻿ / ﻿52.7282877°N 2.3978198°W﻿ / 52.7282877; -2.3978198﻿ (Lilleshall Abbey),Shropshire
Lizard Abbey,"Augustinian Canons Regular — from Dorchester, Oxfordshirefounded c.1143;transferred to new site at Donnington Wood c.1144; retained for use as grange",,52°41′18″N 2°18′55″W﻿ / ﻿52.6884603°N 2.3153619°W﻿ / 52.6884603; -2.3153619﻿ (Lizard Abbey),Shropshire
Ludlow Austin Friars,Augustinian Friars (under the Limit of Lincoln)founded 1254; built c.1282;dissolved 1538; granted to George Cotton and William Man,,52°22′02″N 2°42′41″W﻿ / ﻿52.367218°N 2.71150°W﻿ / 52.367218; -2.71150﻿ (Ludlow Austin Friars),Shropshire
Ludlow Whitefriars,Carmelite Friarsfounded 1350 (1349) by Lawrence of Ludlow;dissolved 1538; granted to Richard Hacket and Thomas Trentham 1559/60,,52°22′15″N 2°43′16″W﻿ / ﻿52.3708471°N 2.7211171°W﻿ / 52.3708471; -2.7211171﻿ (Ludlow Whitefriars),Shropshire
Lydley Keys Preceptory,Knights Templarfounded c.1155-60;dissolved 1308-12,Lydley Preceptory,,Shropshire
Minsterley,possible Saxon minster,,,Shropshire
Morville Priory,"collegiate church before 1066;Benedictine monks
priory cell dependent on Shrewsbury;founded 1138 by the Earl of Shrewsbury, collegiate church granted to Shrewsbury as a cell by Robert, Bishop of Hereford;dissolved 1540; granted to Henry Lord Lisle 1545/6","St Gregory
____________________Morfield Priory",52°32′31″N 2°29′19″W﻿ / ﻿52.5419111°N 2.4885535°W﻿ / 52.5419111; -2.4885535﻿ (Morville Priory),Shropshire
Ratlinghope Priory,"Augustinian Canons Regular
priory cellfounded before 1200;Augustinian Canons Regular — Victorine
priory cell dependent on Wigmore, Herefordshire;
before 1209;dissolved 1538; granted to Robert Long 1545/6","St Giles
____________________Ratlingcope Priory",52°34′00″N 2°52′57″W﻿ / ﻿52.5666382°N 2.8826331°W﻿ / 52.5666382; -2.8826331﻿ (Ratlinghope Priory),Shropshire
Shrewsbury Abbey +,"Benedictine monksfounded 1083-6 (c.1080) by Roger de Montgomery, Earl of Arundel;dissolved 1540; granted to Edward Watson and Henry Herdson 1541/2;
part of church now in parochial use","The Abbey Church of Saint Peter and Saint Paul, Shrewsbury
(nave dedicated to The Holy Cross)",52°42′27″N 2°44′37″W﻿ / ﻿52.707579°N 2.7436209°W﻿ / 52.707579; -2.7436209﻿ (Shrewsbury Abbey),Shropshire
"Shrewsbury Austin Friars, earlier site",Augustinian Friarsfounded c.1255 by the Stafford family: Henry III granted land to 'poor brethren of Cowlane' (possible Austin Friars) June 1254;transferred to new site (see immediately below) 1290-8,,,Shropshire
Shrewsbury Austin Friars,"Augustinian Friars (under the Limit of Lincoln)
(community founded at earlier site (see immediately above) c.1255;transferred here 1290-8;dissolved 1538; granted to Richard Andrews and Nicholas Temple 1543/4",,52°42′32″N 2°45′37″W﻿ / ﻿52.7088108°N 2.7602613°W﻿ / 52.7088108; -2.7602613﻿ (Shrewsbury Austin Friars),Shropshire
Shrewsbury Blackfriars,Dominican Friars (under the Visitation of Oxford)founded before 1232 by Lady Genevile;dissolved 1539; granted to Richard Andrews and Nicholas Temple 1543/4,,52°42′32″N 2°45′00″W﻿ / ﻿52.7087946°N 2.7499241°W﻿ / 52.7087946; -2.7499241﻿ (Shrewsbury Blackfriars),Shropshire
Shrewsbury Greyfriars,"Franciscan Friars Minor, Conventual (under the Custody of Worcester)founded 1245-6 by Hawise, Countess of Powys;dissolved 1538; granted to Richard Andrews and Nicholas Temple 1543/4",,52°42′18″N 2°44′56″W﻿ / ﻿52.705021°N 2.7489638°W﻿ / 52.705021; -2.7489638﻿ (Shrewsbury Greyfriars),Shropshire
Snead Priory,Augustinian Canons Regularfounded c.1190;transferred to Chirbury c.1195,,52°30′45″N 3°01′05″W﻿ / ﻿52.5126037°N 3.0181396°W﻿ / 52.5126037; -3.0181396﻿ (Snead Priory),Shropshire
Stanton Long Camera,"Knights Templar
camera or grange;founded c.1221 (before 1228);dissolved 1308-12",,52°30′22″N 2°38′06″W﻿ / ﻿52.5061913°N 2.6349163°W﻿ / 52.5061913; -2.6349163﻿ (Stanton Long Preceptory),Shropshire
Stitt Cell,"Augustinian Canons Regular
(?)cell dependent on Haughmond — evidence lacking",,52°34′51″N 2°52′57″W﻿ / ﻿52.5807376°N 2.8824627°W﻿ / 52.5807376; -2.8824627﻿ (purported Stitt Cell),Shropshire
Wenlock Nunnery,"Saxon nunsfounded c.680 by Merwald, King of West Mercia (or his daughter St Milburga); ruined; Cluniac house built on site (see immediately below)",,52°35′50″N 2°33′19″W﻿ / ﻿52.5973392°N 2.5552118°W﻿ / 52.5973392; -2.5552118﻿ (Much Wenlock Priory),Shropshire
Wenlock Priory,"possible secular canons — minsterfounded c.1050: built by Earl Leofric;Cluniac monksalien house: dependent on La Charité: monks invited by Roger de Montgomery, Earl of Shrewsbury, built on site of ruined Saxon nunnery (see immediately above);
became denizen: independent from 1395;dissolved 26 January 1540; granted to Augustino de Augustinis 1544/5; (EH)","The Priory Church of Saint Michael and Saint Milburga, Wenlock
____________________Much Wenlock Priory",52°35′50″N 2°33′19″W﻿ / ﻿52.5973392°N 2.5552118°W﻿ / 52.5973392; -2.5552118﻿ (Much Wenlock Priory),Shropshire
Whitchurch,possibly Saxon minster at Album Monasterium,,,Shropshire
White Ladies Priory,"Augustinian Canonessesfounded c.1199(?);dissolved 1538(?): granted to William Whorwood 1539/40;
house built on site (EH)","St Leonard
____________________Brewood White Ladies Priory;Brewood Priory",52°39′57″N 2°15′30″W﻿ / ﻿52.665771°N 2.25842°W﻿ / 52.665771; -2.25842﻿ (White Ladies Priory),Shropshire
Wombridge Priory,"Augustinian Canons Regulartransferred from Dodlinch, Somerset before? 1226;founded 1130-5 by William de Hadley;dissolved 1536; granted to James Leveson 1539/40;
conventual church continued in parochial use until mid-17th century when ruinous;
Lady Chapel in use until destroyed in a storm 1756;
new parish church built, rebuilt 19th century, in use as current parish church","The Holy Trinity, St Mary Virgin, and St Thomas Martyr
____________________Wombride Priory",52°42′05″N 2°27′31″W﻿ / ﻿52.7014682°N 2.4585396°W﻿ / 52.7014682; -2.4585396﻿ (Wombridge Priory),Shropshire
Woodhouse Austin Friars,Augustinian Friars (under the Limit of Lincoln)founded c.1250: granted by the Turberviles (Tubervilles);dissolved August 1538; granted to Thomas Reeves and George Cotton,,52°23′29″N 2°31′12″W﻿ / ﻿52.3914157°N 2.5201231°W﻿ / 52.3914157; -2.5201231﻿ (Woodhouse Austin Friars),Shropshire
Athelney Abbey #,"possible early hermitage or monastery founded c.878?;Benedictine? monksfounded c.888 by King Alfred (possibly enlarging pre-existing establishment);Benedictine monks(re)founded c.960;dissolved 8 February 1539; granted to John Clayton 1544/5;
now on private land, the site of church is marked by a monument erected 1801","The Abbey of Saint Peter, Saint Paul and Saint Athelwine, Athelney",Athelney51°03′35″N 2°56′02″W﻿ / ﻿51.059753°N 2.933878°W﻿ / 51.059753; -2.933878﻿ (Athelney Abbey),Somerset
Bablew Grange,"Cluniac monks
grange and chapel[note 6]dependent on Montacute",Bablew Priory,Tintinhull50°58′22″N 2°43′15″W﻿ / ﻿50.9727°N 2.7207°W﻿ / 50.9727; -2.7207﻿ (Bablew Priory),Somerset
Banwell Monastery,"Saxon monasterygranted to Asser by Alfred c.888;
St Andrew's Church, Banwell, possibly on site (alternative possible sites)",,51°19′42″N 2°51′44″W﻿ / ﻿51.3281983°N 2.8622335°W﻿ / 51.3281983; -2.8622335﻿ (Banwell Monastery (alleged site)) (alleged)51°19′19″N 2°51′58″W﻿ / ﻿51.3220536°N 2.8661066°W﻿ / 51.3220536; -2.8661066﻿ (Banwell Monastery (possible site)) (possible)51°19′41″N 2°51′48″W﻿ / ﻿51.3281111°N 2.8632313°W﻿ / 51.3281111; -2.8632313﻿ (Banwell Monastery (possible site)) (possible),Somerset
Barlynch Priory,"Augustinian Canons Regularfounded between 1154 and 1189 (between 1174(?) and 1220), reputedly by William de Say;dissolved before July 1537; granted to Sir John Wallop 1538/9;
remains now on site of Barlynch Farm;
now in ownership of Working for Wildlife","The Priory Church of Saint Nicholas, Barlinch
____________________Barlinch Priory",Brompton Regis51°03′00″N 3°31′47″W﻿ / ﻿51.050134°N 3.5295886°W﻿ / 51.050134; -3.5295886﻿ (Barlinch Priory),Somerset
Barrow Gurney Nunnery,"Benedictine nunsfounded c.1200 by ___ Gurney, Lord of Stoke Hamden;dissolved 1536; granted to William Clerke 1544/5;
incorporated into Barrow Court","The Blessed Virgin Mary and St Edmund, King and Martyr
____________________Minchin Barrow Priory;Minchinbarrow PrioryBearwe Priory;Borrow Gurney Priory",Barrow Gurney51°24′21″N 2°40′19″W﻿ / ﻿51.405947°N 2.672061°W﻿ / 51.405947; -2.672061﻿ (Barrow Gurney Nunnery),Somerset
Bath Abbey +,"Saxon nunsfounded c.676, reputedly by King Osric, who granted land to Bertana, abbess;destroyed and rebuilt several times;monksrefounded before 758;
secular? 775;Benedictine? monksrefounded 963/4;
episcopal diocesan cathedral 1090;dissolved 1539; granted to Humphrey Colles 1542/3;
conventual church now in parochial use","The Abbey Church of Saint Peter and Saint Paul, Bath","Bath, Somerset51°22′53″N 2°21′30″W﻿ / ﻿51.381253°N 2.358458°W﻿ / 51.381253; -2.358458﻿ (Bath Abbey)",Somerset
Bedminster Monastery,Historical county location. See entry under List of monastic houses in Bristol,Historical county location. See entry under List of monastic houses in Bristol,Historical county location. See entry under List of monastic houses in Bristol,Somerset
Brent Cell,"Benedictine monks
purported cell dependent on Glastonbury",East Brent Cell,51°15′45″N 2°56′30″W﻿ / ﻿51.2625728°N 2.9415357°W﻿ / 51.2625728; -2.9415357﻿ ((purported) Brent Cell (very approx. loc.)) (very approx),Somerset
Bridgwater Greyfriars,"Franciscan Friars (under the Custody of Bristol)founded c.1245 by William Bruer (Briwere);
church consecrated 1445 (after rebuilt/extended);dissolved 13 September 1538",Bridge Water Friary,Bridgwater51°07′33″N 3°00′25″W﻿ / ﻿51.125828°N 3.006872°W﻿ / 51.125828; -3.006872﻿ (Bridgwater Greyfriars),Somerset
Bristol Austin Friars,Historical county location. See entry under List of monastic houses in Bristol,Historical county location. See entry under List of monastic houses in Bristol,Historical county location. See entry under List of monastic houses in Bristol,Somerset
Bristol Eremites Friars,Historical county location. See entry under List of monastic houses in Bristol,Historical county location. See entry under List of monastic houses in Bristol,Historical county location. See entry under List of monastic houses in Bristol,Somerset
Bristol Preceptory,Historical county location. See entry under List of monastic houses in Bristol,Historical county location. See entry under List of monastic houses in Bristol,Historical county location. See entry under List of monastic houses in Bristol,Somerset
Bruton Abbey,"Benedictine monks
abbey(?) founded c.1005 by Algar, Earl of Cornwall;dissolved before 1086(?);Augustinian Canons Regularrefounded 1127-1135 by William de Mohun
raised to abbey status 1511;dissolved 1 April 1539; granted to Maurice Berkely 1545/6",,Bruton51°06′31″N 2°27′02″W﻿ / ﻿51.108478°N 2.450619°W﻿ / 51.108478; -2.450619﻿ (Bruton Abbey),Somerset
